time,x,y
1728451973.560488,3010.693603515625,1026.0760498046875
1728451973.5864851,2914.7333984375,962.572265625
1728451973.6194878,2439.923095703125,801.8822021484375
1728451973.6514869,1915.0819091796875,683.767822265625
1728451973.6794307,1679.56103515625,663.5009765625
1728451973.7099187,1585.30615234375,653.2794799804688
1728451973.7380168,1547.731689453125,641.5556030273438
1728451973.768104,1531.203857421875,634.4237060546875
1728451973.8016758,1520.7362060546875,628.2548217773438
1728451973.8279653,1509.365234375,630.438232421875
1728451973.858905,1500.20263671875,639.2012329101562
1728451973.8887794,1449.08447265625,617.1187744140625
1728451973.9243588,1262.435791015625,538.4165649414062
1728451973.9504151,1041.85400390625,467.901611328125
1728451973.980581,917.2586059570312,423.7818603515625
1728451974.0111635,855.5560302734375,401.918701171875
1728451974.0410085,822.3153076171875,384.9033203125
1728451974.0720074,807.656982421875,377.13665771484375
1728451974.10172,796.1524658203125,377.8020324707031
1728451974.1319447,794.8049926757812,379.22515869140625
1728451974.1629996,787.3255615234375,368.9011535644531
1728451974.1940098,774.5907592773438,361.95257568359375
1728451974.222057,776.1915283203125,362.811767578125
1728451974.2538722,774.7154541015625,353.49468994140625
1728451974.2834506,773.3533935546875,346.9529113769531
1728451974.313847,773.6058349609375,341.01666259765625
1728451974.343951,773.733154296875,333.65386962890625
1728451974.3748605,773.4527587890625,331.83428955078125
1728451974.4048984,730.5567016601562,326.33203125
1728451974.4339805,651.2679443359375,331.9826965332031
1728451974.4629805,560.7305908203125,336.268798828125
1728451974.4930012,495.3343505859375,348.4322204589844
1728451974.526117,446.88385009765625,322.55157470703125
1728451974.5560312,411.00823974609375,303.3372497558594
1728451974.5860298,381.74560546875,286.43316650390625
1728451974.615881,373.560302734375,271.7978820800781
1728451974.6473973,390.19561767578125,258.44140625
1728451974.67591,399.9617004394531,250.545166015625
1728451974.7057025,405.8719482421875,243.6695098876953
1728451974.7368507,409.44732666015625,236.89935302734375
1728451974.7668757,410.6899719238281,225.22833251953125
1728451974.7981188,412.7867431640625,214.7151641845703
1728451974.8280709,417.24517822265625,205.38330078125
1728451974.8583636,473.2963562011719,194.6964111328125
1728451974.889014,627.5079345703125,172.41024780273438
1728451974.918712,786.3702392578125,150.04177856445312
1728451974.949285,899.7186279296875,141.22552490234375
1728451974.9798763,986.5093383789062,128.97369384765625
1728451975.0099247,1026.2950439453125,126.36213684082031
1728451975.0399785,1040.60791015625,131.00856018066406
1728451975.0674465,1062.0433349609375,147.09072875976562
1728451975.0982583,1076.596923828125,154.05052185058594
1728451975.1279702,1087.51220703125,161.656005859375
1728451975.1579695,1096.2783203125,173.52175903320312
1728451975.1882868,1099.0809326171875,177.97715759277344
1728451975.218945,1092.3046875,182.12478637695312
1728451975.2476673,1020.656982421875,330.0209655761719
1728451976.6966832,711.4443969726562,399.9636535644531
1728451976.7570734,698.4140014648438,390.5899963378906
1728451976.788703,883.356201171875,352.5576477050781
1728451976.8197076,852.3121337890625,316.9224853515625
1728451976.8497145,834.844970703125,109.648681640625
1728451976.8797028,775.44482421875,124.72673797607422
1728451976.9103882,811.3482666015625,101.14229583740234
1728451976.9398437,847.2205200195312,84.62320709228516
1728451976.9714625,864.3870849609375,78.44215393066406
