time,x,y,direction
1728452195.160026,-182,452,down
1728452195.1989646,-183,454,down
1728452195.229966,-184,456,down
1728452195.2669697,-185,461,down
1728452195.624848,-148,495,down
1728452195.6694252,-147,496,down
1728452195.707424,-147,496,down
1728452195.7524238,-147,496,down
1728452196.426618,-531,645,down
1728452196.466296,-531,647,down
1728452196.5033157,-535,658,down
1728452196.5491638,-552,674,down
1728452217.2102997,-672,837,up
1728452217.2856169,-672,835,up
1728452217.3677616,-672,835,up
1728452217.4060464,-672,835,up
1728452217.472386,-672,835,up
1728452217.5632477,-672,835,up
1728452218.3803213,-720,787,up
1728452218.455299,-720,787,up
1728452218.5609326,-720,787,up
1728452290.315972,-871,610,down
1728452290.391073,-871,610,down
1728452290.4286344,-871,610,down
1728452290.4817214,-871,610,down
1728452290.7821026,-871,610,down
1728452290.8712356,-871,610,down
1728452305.167604,-844,606,down
1728452305.197639,-871,609,down
1728452305.2276354,-883,610,down
