time,x,y,direction
1728465045.955989,-1131,619,down
1728465045.9940195,-1131,619,down
1728465111.827577,-944,910,down
1728465111.8464613,-944,910,down
1728465111.869462,-944,910,down
1728465111.8844595,-944,910,down
1728465111.914462,-944,908,down
1728465112.139154,-941,907,down
1728465112.1541567,-941,907,down
1728465112.162152,-941,907,down
1728465112.178168,-941,907,down
1728465112.1841571,-941,907,down
1728465112.2063053,-941,907,down
1728465112.2361586,-941,907,down
1728465112.5074987,-941,907,down
1728465112.5215018,-941,907,down
1728465112.5365164,-941,907,down
1728465112.551549,-941,907,down
1728465112.5755763,-941,907,down
1728465126.299196,-856,793,up
1728465126.3221989,-856,793,up
1728465126.3301978,-856,793,up
1728465126.3441966,-856,793,up
1728465126.3602479,-856,793,up
1728465126.3892496,-856,793,up
1728465126.607289,-853,791,up
1728465126.6232915,-853,791,up
1728465126.6292896,-853,791,up
1728465126.6372907,-853,791,up
1728465126.6442893,-853,791,up
1728465126.6676283,-853,791,up
