time,x,y
1728464967.959968,2390.593505859375,944.436767578125
1728464967.9901538,2369.189697265625,938.8956298828125
1728464968.021557,2108.060546875,932.3021240234375
1728464968.0551212,1831.632080078125,929.2337646484375
1728464968.0822291,1663.0816650390625,933.7940063476562
1728464968.1154213,1579.2315673828125,946.3209838867188
1728464968.1419275,1539.1717529296875,954.2685546875
1728464968.1717772,1519.9571533203125,980.0966186523438
1728464968.2025626,1513.89892578125,990.5654907226562
1728464968.2328675,1509.316650390625,997.1593627929688
1728464968.2627482,1509.42919921875,1002.536376953125
1728464968.2923446,1507.1942138671875,1000.3920288085938
1728464968.3228765,1504.91357421875,993.1986083984375
1728464968.3538501,1541.81787109375,1008.1614379882812
1728464968.3825605,1646.6021728515625,1072.2884521484375
1728464968.4168608,1781.3873291015625,1168.1795654296875
1728464968.4439263,1887.0595703125,1239.04345703125
1728464968.4783132,1934.385498046875,1277.491943359375
1728464968.507867,1964.948486328125,1297.2520751953125
1728464968.5344448,1978.539794921875,1306.855712890625
1728464968.5651484,1986.191162109375,1313.7275390625
1728464968.5950708,1986.8773193359375,1318.7855224609375
1728464968.6270008,1979.52880859375,1267.2481689453125
1728464968.6561394,1962.345458984375,1199.2197265625
1728464968.6871428,1852.445068359375,1083.9439697265625
1728464968.7167883,1836.33544921875,990.0819702148438
1728464968.7475338,1888.706298828125,962.4334106445312
1728464968.7783794,1905.560546875,939.7223510742188
1728464968.8088348,1913.7607421875,919.1329956054688
1728464968.8392844,1923.8592529296875,932.3793334960938
1728464969.048068,1939.4366455078125,1381.7935791015625
1728464969.0791419,1929.8927001953125,1461.812255859375
1728464969.1092496,1917.49072265625,1478.8851318359375
1728464969.4725556,1981.589111328125,1274.2242431640625
1728464969.503479,2001.51318359375,1284.9627685546875
1728464969.5327826,2011.810302734375,1268.130859375
1728464969.563943,2017.1099853515625,1276.958251953125
1728464969.5929956,2034.26708984375,1291.1776123046875
1728464971.4011846,1016.6600341796875,615.8633422851562
1728464971.462288,1301.2188720703125,707.587158203125
1728464971.4961722,1117.5828857421875,643.3294067382812
1728464971.5233994,1085.2930908203125,640.4290161132812
1728464971.55639,1046.367431640625,634.5516967773438
1728464971.5859723,1055.0889892578125,633.6572875976562
1728464971.6140282,990.6695556640625,616.1883544921875
1728464971.6459303,1075.000244140625,728.1761474609375
1728464971.7331,1311.6663818359375,792.3521728515625
1728464971.7650166,1515.793212890625,743.62158203125
1728464971.8000157,1600.11962890625,720.5770263671875
1728464971.826016,1685.9527587890625,750.7002563476562
1728464971.8570178,1731.40966796875,764.9282836914062
1728464971.8870158,1750.9072265625,779.8155517578125
1728464971.9170158,1725.75634765625,781.4357299804688
1728464972.0363545,1559.251953125,928.421142578125
1728464972.0725834,1528.7701416015625,930.4891357421875
1728464972.1025827,1491.192626953125,904.9562377929688
1728464972.132587,1432.8387451171875,868.1574096679688
1728464972.162587,1367.417724609375,837.107666015625
1728464972.1925867,1327.86328125,811.0302734375
1728464972.223586,1292.865234375,794.8726806640625
1728464972.2505834,1268.0496826171875,788.9928588867188
1728464972.2813497,1252.3109130859375,776.2564086914062
1728464972.3146698,1241.2012939453125,761.3651123046875
1728464972.3450181,1239.0797119140625,760.2819213867188
1728464972.3750682,1157.964599609375,828.2236328125
1728464972.4051213,1042.712158203125,954.2736206054688
1728464972.435812,959.8121337890625,1042.1241455078125
1728464972.4666953,911.8873291015625,1098.318115234375
1728464972.496007,890.4153442382812,1122.551025390625
1728464972.522954,879.590087890625,1138.96484375
1728464972.5564482,868.513671875,1151.8880615234375
1728464972.586193,859.7470092773438,1154.5460205078125
1728464972.6169815,910.4530029296875,1122.2891845703125
1728464972.643353,936.2969360351562,1105.44287109375
1728464972.6768668,987.8416748046875,1068.35302734375
1728464972.7070312,1048.8763427734375,1024.075927734375
1728464972.734162,1096.911865234375,988.9970092773438
1728464972.768164,1126.643310546875,966.6906127929688
1728464972.798013,1145.530029296875,952.2493286132812
1728464972.8250535,1160.5498046875,945.692626953125
1728464972.8577418,1201.0069580078125,923.5344848632812
1728464972.885155,1300.931640625,863.3338012695312
1728464972.9151542,1379.0155029296875,816.1046752929688
1728464972.949265,1424.935546875,790.05419921875
1728464972.978949,1449.604248046875,771.579345703125
1728464973.0089269,1470.5743408203125,759.6852416992188
1728464973.0391686,1479.2540283203125,752.4536743164062
1728464973.0700111,1423.52685546875,757.7760009765625
1728464973.0990276,1356.67822265625,765.017822265625
1728464973.1264222,1286.0760498046875,770.9501953125
1728464973.1604586,1218.990234375,776.8359985351562
1728464973.1903772,1165.8985595703125,786.7146606445312
1728464973.2192502,1126.1435546875,787.0005493164062
1728464973.2504442,1097.2672119140625,783.63720703125
1728464973.2809448,1076.1424560546875,783.533203125
1728464973.3079731,1060.452880859375,784.3419799804688
1728464973.3379252,1050.3369140625,783.9379272460938
1728464973.368924,1047.53857421875,785.2937622070312
1728464973.3989122,1044.8463134765625,782.1461791992188
1728464973.428926,1043.061279296875,778.1424560546875
1728464973.4590259,1029.7169189453125,735.8935546875
1728464973.49288,980.3375244140625,546.6141967773438
1728464973.5234287,935.0125732421875,365.76904296875
1728464973.5530882,909.2449951171875,263.540283203125
1728464973.5808516,901.1536865234375,223.2768096923828
1728464973.6139033,896.2401123046875,207.31568908691406
1728464973.640378,895.072265625,193.74998474121094
1728464973.6709304,920.17431640625,178.49783325195312
1728464973.701152,942.97314453125,171.2572784423828
1728464973.7312024,956.5481567382812,169.8404998779297
1728464973.7616935,966.2667846679688,166.52838134765625
1728464973.791692,968.51806640625,160.95494079589844
1728464973.82169,969.413818359375,155.3723602294922
1728464973.8563683,971.3953247070312,155.58456420898438
1728464973.8823912,973.5728759765625,153.01463317871094
1728464973.9160922,973.8212890625,149.89776611328125
1728464973.9460056,975.3306884765625,148.40277099609375
1728464973.9757018,976.0523681640625,148.5408172607422
1728464974.005581,977.5408935546875,149.83103942871094
1728464974.036603,978.1800537109375,150.58090209960938
1728464974.0666063,1067.23291015625,180.76083374023438
1728464974.0966175,1659.219970703125,442.0902099609375
1728464974.123754,2485.95263671875,915.6029052734375
1728464974.8515415,2913.474365234375,1512.48046875
1728464974.9427717,2963.453125,1585.0599365234375
1728464975.151823,2755.83056640625,1379.503662109375
1728464975.182863,2658.640625,1298.103271484375
1728464975.2128844,2056.82080078125,912.3384399414062
1728464975.2435215,1492.2880859375,619.3917846679688
1728464975.2747848,1294.7979736328125,535.9234619140625
1728464975.3050735,1217.288330078125,484.1600341796875
1728464975.3315682,1203.54736328125,492.0321960449219
1728464975.3658245,1194.4940185546875,483.9207763671875
1728464975.3932872,1185.80322265625,476.3793029785156
1728464975.4227083,1186.87255859375,473.7716064453125
1728464975.4507878,1118.777099609375,447.57427978515625
1728464975.482658,908.1466674804688,305.7099914550781
1728464975.513044,782.2555541992188,200.7500457763672
1728464975.5470443,723.1263427734375,154.9365234375
1728464975.5770454,693.938720703125,133.94677734375
1728464975.6039085,686.2020874023438,131.50091552734375
1728464975.638176,680.3345336914062,126.2350082397461
1728464975.6668448,680.8369140625,127.55353546142578
1728464975.6941595,733.8723754882812,127.1545181274414
1728464975.7243512,768.6788940429688,116.46864318847656
1728464975.7544026,792.9732666015625,116.07334899902344
1728464975.7849402,811.580078125,116.58675384521484
1728464975.819287,823.4457397460938,118.41943359375
1728464975.849134,835.3001708984375,120.03600311279297
1728464975.8801236,839.1669311523438,118.14393615722656
1728464975.9071236,788.3587646484375,119.0988540649414
1728464975.9381404,606.0033569335938,124.58650970458984
1728464975.96914,430.9965515136719,136.91897583007812
1728464975.9959466,316.2830810546875,127.46528625488281
1728464976.02595,225.71128845214844,160.42649841308594
1728464976.0565107,207.65695190429688,132.2101593017578
1728464976.0865104,177.12002563476562,134.41343688964844
1728464976.120161,155.46409606933594,144.35488891601562
1728464976.1500626,147.18142700195312,144.1103057861328
1728464976.1780663,144.40304565429688,143.95138549804688
1728464976.2080638,140.42025756835938,142.81861877441406
1728464976.2390654,122.6754150390625,148.27169799804688
1728464976.2690628,106.6531753540039,148.5789794921875
1728464976.3022876,94.85511016845703,154.5612030029297
1728464976.3299625,87.4252700805664,155.14503479003906
1728464976.3589616,83.58875274658203,157.8529815673828
1728464976.3925152,76.81954956054688,152.59156799316406
1728464976.4194932,67.90725708007812,128.02090454101562
1728464976.450512,57.01907730102539,103.20196533203125
1728464976.480519,48.33216857910156,88.24339294433594
1728464976.5105143,42.1976318359375,77.67259216308594
1728464976.54052,38.3431282043457,67.4651107788086
1728464976.5715144,35.119651794433594,57.022430419921875
1728464976.6012125,33.50894546508789,52.427978515625
1728464976.6313064,33.54090118408203,47.303123474121094
1728464976.6616442,31.73387908935547,38.33782196044922
1728464976.694411,29.418941497802734,30.231670379638672
1728464976.7214441,29.20964813232422,27.71119499206543
1728464976.75224,28.899925231933594,23.286088943481445
1728464976.7853212,41.548728942871094,23.50974464416504
1728464976.8123398,55.76899719238281,27.079904556274414
1728464976.842383,70.19474792480469,30.570480346679688
1728464976.87613,140.02212524414062,34.854068756103516
1728464976.9031441,341.1824951171875,59.096275329589844
1728464976.9337747,511.6456604003906,76.12519073486328
1728464976.9639,618.3079833984375,90.11116027832031
1728464976.9940777,673.6483154296875,99.03117370605469
1728464977.0240743,706.6356201171875,102.3220443725586
1728464977.0542402,728.25048828125,107.32135772705078
1728464977.084513,739.510498046875,105.97889709472656
1728464977.1150928,747.411865234375,110.91215515136719
