time,key
1728458415.5350237,'t'
1728458415.6525788,'e'
1728458416.1256223,'s'
1728458416.4402883,'t'
1728458418.7976742,'1'
1728458420.7845964,'1'
1728458421.0311177,'2'
1728458421.2785277,'3'
1728458421.5478098,'4'
1728458421.8180287,'5'
1728458422.020709,'6'
1728458438.5819476,'c'
1728458438.9865735,'1'
1728458571.4215848,'t'
1728458571.696902,'e'
1728458572.2594697,'s'
1728458572.5518367,'t'
1728458572.9117596,'2'
1728458577.7899718,'1'
1728458578.6497526,Key.backspace
1728458578.7839808,Key.backspace
1728458579.0103936,'1'
1728458579.2580047,'2'
1728458579.550543,'3'
1728458579.797848,'4'
1728458580.022096,'5'
1728458580.249279,'6'
1728458582.0024486,'1'
1728458582.2271156,'2'
1728458582.4524648,'3'
1728458582.7005873,'4'
1728458582.9253867,'5'
1728458583.105182,'6'
1728458588.3499928,'1'
1728458588.6397269,'2'
1728458588.910462,'3'
1728458589.6307428,Key.caps_lock
1728458590.2600074,Key.caps_lock
1728458590.5974705,Key.shift
1728458591.0702536,'@'
1728458591.5882533,'1'
1728458592.0608435,'6'
1728458592.5333016,'3'
1728458592.9827769,'.'
1728458593.4336035,'c'
1728458593.591094,'o'
1728458593.7925658,'m'
1728458593.99515,'m'
1728458594.8050437,Key.backspace
1728458606.185421,'t'
1728458606.348789,'e'
1728458606.5512123,'s'
1728458606.755269,'t'
1728458607.047057,'2'
1728458608.7571695,'1'
1728458608.9812114,'2'
1728458609.29764,'3'
1728458609.6111941,'4'
1728458609.8811722,'5'
1728458610.1289623,'6'
1728458610.3759944,'7'
1728458610.6247454,'8'
1728458610.8259516,'9'
1728458613.1438575,'1'
1728458613.3911612,'2'
1728458613.6163368,'3'
1728458613.8422217,'4'
1728458614.110909,'5'
1728458614.358323,'6'
1728458614.6293738,'7'
1728458614.898389,'8'
1728458615.146408,'9'
1728458618.1167102,'s'
1728458618.2515268,'h'
1728458618.4315894,'y'
1728458618.9271817,Key.shift
1728458619.466031,Key.shift
1728458619.9685495,Key.shift
1728458620.0150855,Key.shift
1728458620.047444,Key.shift
1728458620.0774477,Key.shift
1728458620.1115165,Key.shift
1728458620.1416616,Key.shift
1728458620.1723917,Key.shift
1728458620.4796286,'s'
1728458620.6365776,'h'
1728458620.8161554,'y'
1728458621.0642872,Key.shift
1728458621.244139,'@'
1728458621.538215,'1'
1728458622.0544178,'6'
1728458622.4368074,'3'
1728458622.796617,'.'
1728458623.201654,'c'
1728458623.3369505,'o'
1728458623.6070411,'m'
1728458645.0510092,'c'
1728458645.6800084,'1'
1728458647.0305684,'1'
1728458667.9562962,'c'
1728458668.428971,'1'
