time,x,y,direction
1728358417.2695894,-1104,498,down
1728358417.2935977,-1104,498,down
1728358417.314596,-1102,500,down
1728358417.3465958,-1098,501,down
1728358417.3905993,-1093,503,down
1728358417.8381839,-1052,509,down
1728358417.8631878,-1051,509,down
1728358417.8681846,-1051,509,down
1728358417.8831894,-1051,509,down
1728358417.8993146,-1051,509,down
1728358417.9063096,-1051,509,down
1728358417.928309,-1051,509,down
1728358418.4705346,-1051,510,down
1728358418.4835346,-1051,510,down
1728358418.4905338,-1051,510,down
1728358418.4975376,-1051,510,down
1728358418.5126495,-1051,510,down
1728358430.7160704,-781,882,up
1728358430.739122,-781,882,up
1728358430.7541292,-781,882,up
1728358430.7761524,-781,882,up
1728358430.8008132,-781,882,up
1728358430.8428142,-781,882,up
1728358441.8475447,-921,354,up
1728358517.8867571,-1259,612,down
1728358517.9365294,-1224,630,down
1728358517.9855309,-1186,647,down
1728358518.0575306,-1177,650,down
1728358521.7207384,-1447,440,down
1728358521.808738,-1412,471,down
1728358521.8837426,-1345,508,down
