time,x,y,
1728441378.748731,-1131,139
1728441383.6239107,-910,429
1728441394.1840312,-909,475
1728441398.2940695,-896,724
1728441407.3843136,-929,724
1728441420.9595423,-1330,127
1728441424.567461,-589,455
1728441431.5055692,-415,572
1728441442.0361018,-1119,503
1728441444.0904522,-1130,515
1728441445.973338,-1133,508
1728441447.6083822,-1133,508
1728441460.7790644,-1353,130
1728441462.669185,-481,576
1728441465.0236526,-167,209
1728441465.6398897,-587,231
1728441476.3121545,-1482,136
1728441477.3173258,-1706,127
1728441478.5397987,-1310,127
1728441481.15057,-1612,497
1728441481.8248549,-1132,513
1728441495.5048664,-1217,470
1728441496.6753595,-1273,478
1728441502.0534384,-1229,483
1728441512.5014105,-1059,989
1728441517.5789323,-865,601
1728441519.5586016,-653,1000
1728441536.4046617,-1243,134
1728441543.1487594,-1270,145
1728441546.0048857,-934,381
1728441546.3121512,-934,371
1728441553.0928264,-920,406
1728441557.4881694,-883,486
1728441560.7579842,-965,576
1728441575.1210985,-923,789
1728441578.4057398,-764,200
1728441579.7795885,-850,785
1728441581.1587083,-1002,376
1728441587.0839596,-966,429
1728441590.039696,-923,500
1728441593.226776,-952,577
1728441603.2550783,-886,813
1728441610.7861226,-948,796
1728441619.547669,-789,214
1728441620.5362575,-906,352
1728441626.0411818,-905,403
1728441629.6865366,-845,503
1728441632.8897712,-945,590
1728441639.9690864,-865,787
1728441644.754609,-947,792
1728441650.4096773,-1346,144
1728441655.9604008,-1889,367
1728441657.3544939,-1370,132
1728441661.361004,-571,444
1728441667.8847423,-629,441
1728441669.2724473,-614,492
1728441669.6030204,-1086,537
1728441680.6741488,-1116,379
1728441681.5603087,-528,442
1728441685.0990794,-1320,210
1728441689.3214712,-186,240
1728441692.3590114,-970,554
1728441693.295515,-788,589
1728441703.7671561,-1130,496
1728441709.6497822,-1133,506
1728441715.1558294,-1133,506
1728441729.0574272,-1129,507
1728441731.847578,-1385,121
1728441733.5882356,-1123,369
1728441734.5326312,-461,362
1728441736.1310494,-571,457
1728441738.6657887,-925,295
1728441742.3035944,-1306,135
1728441747.2238455,-1561,117
1728441748.5138412,-1399,127
1728441750.7933683,-1801,140
1728441752.7432656,-1550,127
1728441754.1389742,-1383,120
1728441755.2107935,-1610,371
1728441756.9735672,-602,441
1728441757.7535477,-464,369
1728441759.9742453,-1626,505
1728441760.798629,-1138,370
1728441770.3544183,-1193,529
1728441771.2249742,-1258,477
1728441772.6792998,-654,547
1728441776.7969398,-818,176
1728441777.7047923,-717,166
1728441779.1453779,-1686,251
1728441780.6154063,-1190,134
1728441784.3126822,1697,72
1728441786.2262979,1725,162
