time,x,y,direction
1727257322.5437799,-952,414,down
1727257322.5677936,-952,414,down
1727257322.5967224,-952,414,down
1727257323.008991,-939,421,down
1727257323.0239892,-939,421,down
1727257323.047006,-939,421,down
1727257323.069407,-939,421,down
1727257323.3401353,-939,421,down
1727257323.3551373,-939,422,down
1727257323.3691494,-939,422,down
1727257323.384364,-939,422,down
1727257323.3993754,-939,422,down
1727257338.5300717,-705,994,up
1727257338.5450735,-706,994,up
1727257338.558075,-706,994,up
1727257338.5723476,-707,993,up
1727257338.5883446,-708,993,up
1727257338.6401358,-713,989,up
1727257338.8349485,-722,982,up
1727257338.8503635,-722,982,up
1727257338.8730075,-722,982,up
1727257339.6234536,-724,982,down
1727257339.6384535,-725,982,down
1727257339.6464689,-727,981,down
1727257339.661399,-728,981,down
1727257339.6909947,-728,981,down
1727257339.921732,-752,968,down
1727257340.2386646,-804,966,down
1727257340.2766488,-806,966,down
1727257343.801608,-663,953,up
1727257343.8096085,-666,945,up
1727257343.8246129,-673,928,up
1727257343.831615,-677,919,up
1727257343.8553352,-687,900,up
1727257344.0701666,-696,884,up
1727257344.0928414,-696,884,up
1727257344.099842,-696,884,up
1727257344.1238449,-696,884,up
1727257344.1518419,-696,884,up
1727257506.11565,-1035,548,down
1727257506.1365166,-1035,548,down
1727257506.1525524,-1035,548,down
1727257506.1665692,-1035,548,down
1727257506.1815672,-1035,548,down
1727257506.2048295,-1035,548,down
1727257506.7231274,-925,595,down
1727257506.7371268,-925,595,down
1727257506.7601287,-925,595,down
1727257506.7741294,-925,595,down
1727257506.7971282,-925,595,down
1727257507.4050841,-929,506,up
1727257507.435393,-997,487,up
1727257507.4805276,-1049,467,up
1727257511.132861,-880,653,down
1727257511.1388614,-880,653,down
1727257511.1548612,-880,653,down
1727257511.1698625,-880,653,down
1727257511.1768599,-880,653,down
1727257532.0061445,-738,554,down
1727257532.0351474,-738,554,down
1727257532.066144,-738,554,down
1727257532.0951443,-738,554,down
1727257532.425666,-735,545,up
1727257532.448335,-735,545,up
1727257532.4633355,-735,545,up
1727257532.5004382,-735,545,up
