time,key
1728455132.9874723,'y'
1728455133.0982788,'w'
1728455133.6815534,Key.tab
1728455164.8913932,'t'
1728455165.0257242,'e'
1728455165.5889575,'s'
1728455165.7477834,'t'
1728455167.0055733,Key.backspace
1728455167.3439326,Key.backspace
1728455167.500724,Key.backspace
1728455167.8834465,Key.caps_lock
1728455168.5369594,Key.backspace
1728455169.4364405,'t'
1728455169.8413727,'e'
1728455170.0657687,'s'
1728455170.3133621,'t'
1728455172.091348,<97>
1728455175.3535655,<97>
1728455175.5571282,<98>
1728455175.714129,<99>
1728455175.938645,<100>
1728455176.254111,<101>
1728455176.4337978,<102>
1728455218.533086,'c'
1728455218.8250227,<97>
1728455430.8316207,'t'
1728455430.9646187,'e'
1728455431.2126184,'s'
1728455432.1366203,'t'
1728455434.8513916,<98>
1728455435.284397,Key.tab
1728455438.724723,<104>
1728455438.8177252,<104>
1728455439.0206726,<104>
1728455443.4305437,<104>
1728455443.8355908,<104>
1728455444.082855,<104>
1728455444.2855325,<104>
1728455444.5778491,<104>
1728455444.780902,<104>
1728455445.049714,<104>
1728455445.2746775,<104>
1728455449.7526486,<104>
1728455449.9333105,<104>
1728455450.1352134,<104>
1728455450.4062316,<104>
1728455450.698465,<104>
1728455450.923802,<104>
1728455451.147945,<104>
1728455451.3727214,<104>
1728455458.478116,<97>
1728455458.5521207,<98>
1728455458.685964,<99>
1728455459.585998,Key.shift
1728455459.855309,'@'
1728455460.982902,<97>
1728455461.296131,<98>
1728455461.475919,<102>
1728455462.1517098,'.'
1728455462.6251493,'c'
1728455462.7369199,'o'
1728455462.8717573,'m'
1728455478.5320354,'c'
1728455478.6887462,<97>
1728455479.162083,Key.enter
