time,x,y
1727318074.3480675,960.58642578125,555.3138427734375
1727318074.3630774,959.68603515625,560.3002319335938
1727318074.3931427,960.861083984375,561.223388671875
1727318074.423211,961.0995483398438,562.5646362304688
1727318074.4542408,961.06396484375,565.0265502929688
1727318074.4838285,965.7462158203125,587.60205078125
1727318074.5138767,987.1923828125,663.0723876953125
1727318074.547307,1010.0021362304688,742.9862670898438
1727318074.5773265,1024.5732421875,804.6106567382812
1727318074.6081164,1036.411865234375,848.5200805664062
1727318074.6381378,1042.639892578125,873.2950439453125
1727318074.6686592,1046.132568359375,891.803955078125
1727318074.693666,1029.994873046875,909.6983642578125
1727318074.7231221,935.4757690429688,948.2865600585938
1727318074.7561922,745.0013427734375,1045.283447265625
1727318074.787246,559.2032470703125,1176.4752197265625
1727318074.817124,465.07598876953125,1289.3507080078125
1727318074.8473728,331.821044921875,1643.3109130859375
1727318074.874504,215.11920166015625,2118.14697265625
1727318074.9081337,158.099365234375,2351.961669921875
1727318074.9348936,120.85227966308594,2427.29443359375
1727318074.9649408,116.17097473144531,2421.177978515625
1727318074.996,105.75514221191406,2432.911376953125
1727318075.027681,135.54678344726562,2429.822998046875
1727318075.2072737,292.73553466796875,1789.9139404296875
1727318075.2372832,400.9593505859375,1348.45703125
1727318075.272633,564.6890869140625,811.0554809570312
1727318075.2996264,621.9566650390625,567.8677368164062
1727318075.329266,631.4673461914062,479.2261047363281
1727318075.362547,558.9037475585938,393.1039733886719
1727318075.3928502,418.7314453125,283.6483154296875
1727318075.4235942,346.92449951171875,223.2769012451172
1727318075.4501004,310.917236328125,195.2216796875
1727318075.4803064,297.6737976074219,185.38522338867188
1727318075.5140595,290.3784484863281,180.9884490966797
1727318075.5431335,289.3834228515625,177.07394409179688
1727318075.574153,288.373046875,172.25376892089844
1727318075.60432,286.11529541015625,166.6963348388672
1727318075.634308,285.65081787109375,166.8863067626953
1727318075.66136,282.51953125,164.71185302734375
1727318075.6954398,279.460693359375,162.6814422607422
1727318075.7259085,277.51446533203125,161.47373962402344
1727318075.7559319,292.0876770019531,163.28433227539062
1727318075.7827375,459.7176513671875,154.2616424560547
1727318075.8157458,966.3744506835938,150.85108947753906
1727318075.8464432,1374.023193359375,156.1857452392578
1727318075.876536,1554.6485595703125,158.0233612060547
