time,x,y,direction
1727318233.5396438,-1202,560,down
1727318233.561641,-1202,560,down
1727318233.5846424,-1202,560,down
1727318233.5996435,-1202,560,down
1727318251.3671188,-383,780,down
1727318251.383119,-383,780,down
1727318251.3976738,-383,780,down
1727318251.4056718,-383,780,down
1727318251.4216723,-383,780,down
1727318251.4366813,-383,780,down
1727318251.6379538,-383,780,down
1727318251.6530085,-383,780,down
1727318251.660008,-383,780,down
1727318251.6757321,-383,780,down
1727318251.6837358,-383,780,down
1727318251.6905873,-383,780,down
1727318251.7055857,-383,780,down
1727318252.200297,-383,780,up
1727318252.2152996,-383,780,up
1727318252.2233062,-383,780,up
1727318252.238139,-383,780,up
1727318252.253241,-383,780,up
1727318252.2752388,-383,780,up
1727318252.312378,-383,780,up
1727318252.5226207,-383,780,down
1727318252.5380924,-383,780,down
1727318252.5531874,-383,780,down
1727318252.5601888,-383,780,down
1727318252.583187,-383,780,down
1727318252.5913343,-383,780,down
1727318252.5983307,-383,780,down
1727318252.6203701,-383,780,down
1727318263.9316368,-933,831,up
1727318263.9456158,-933,831,up
1727318263.9606164,-933,831,up
1727318263.975613,-933,831,up
1727318263.991619,-933,831,up
1727318264.0216136,-933,831,up
1727318264.192787,-933,831,up
1727318264.2077873,-933,831,up
1727318264.2234213,-933,831,up
1727318264.2384133,-933,831,up
1727318264.2534218,-933,831,up
1727318266.203715,-1056,664,down
1727318266.2257388,-1056,664,down
1727318266.2407453,-1056,664,down
1727318266.2876256,-1057,661,down
1727318266.4585202,-1112,616,up
1727318266.46584,-1112,616,up
1727318266.480836,-1112,616,up
1727318266.488838,-1112,616,up
1727318266.5038388,-1112,616,up
1727318266.5198815,-1112,616,up
1727318308.4077492,-1270,437,down
1727318308.4307466,-1270,437,down
1727318308.4327471,-1270,437,down
1727318308.4457467,-1270,437,down
1727318308.45977,-1270,437,down
1727318308.4758036,-1270,437,down
1727318308.6398468,-1270,437,down
1727318308.647866,-1270,437,down
1727318308.663248,-1270,437,down
1727318308.6702461,-1270,437,down
1727318308.6862488,-1270,437,down
1727318308.6932456,-1270,437,down
1727318308.8125625,-1269,436,up
1727318308.8275647,-1269,436,up
1727318308.8355649,-1269,436,up
1727318308.8505628,-1269,436,up
1727318308.8665433,-1269,436,up
1727318308.880537,-1269,436,up
1727318308.9474728,-1269,436,up
1727318309.1283822,-1269,436,down
1727318309.1433828,-1269,436,down
1727318309.1573849,-1269,436,down
1727318309.1734018,-1269,436,down
1727318309.1952841,-1269,436,down
1727318326.1082118,-1130,518,down
1727318326.1232133,-1130,518,down
1727318326.131216,-1130,518,down
1727318326.138211,-1130,518,down
1727318326.161157,-1130,518,down
1727318326.3340967,-1130,518,down
1727318326.3480935,-1130,518,down
1727318326.3640947,-1128,520,down
1727318326.3720937,-1126,520,down
1727318326.3870966,-1123,523,down
1727318326.4010956,-1115,528,down
1727318327.616078,-1472,548,down
1727318327.6230817,-1472,548,down
1727318327.6310818,-1472,548,down
1727318327.64608,-1472,548,down
1727318327.6610808,-1472,548,down
1727318327.840331,-1472,548,down
1727318327.8563306,-1472,548,down
1727318327.8633313,-1472,548,down
1727318327.871335,-1472,548,down
1727318327.8793314,-1472,548,down
1727318327.8933349,-1472,548,down
1727318328.07327,-1470,548,down
1727318328.089273,-1470,548,down
1727318328.0962737,-1470,548,down
1727318328.111275,-1470,548,down
1727318328.1182728,-1470,548,down
1727318328.4850755,-1470,548,up
1727318328.5020783,-1470,548,up
1727318328.5090747,-1470,548,up
1727318328.516077,-1470,548,up
1727318328.523075,-1470,548,up
1727318328.5320787,-1470,548,up
1727318328.5614076,-1470,548,up
1727318328.7406147,-1470,548,up
1727318328.7636127,-1470,548,up
1727318328.771616,-1470,548,up
1727318328.7786157,-1470,548,up
1727318328.7936163,-1470,548,up
1727318328.808628,-1470,548,up
