time,x,y,direction
1728456938.121934,-752,558,down
1728456938.1358793,-753,559,down
1728456938.148881,-753,559,down
1728456938.1638827,-753,559,down
1728456938.208881,-753,559,down
1728456938.434486,-758,561,down
1728456938.4561388,-759,562,down
1728456938.501424,-759,563,down
1728456938.5475895,-762,566,down
1728456938.8083699,-762,566,down
1728456938.8317604,-762,566,down
1728456938.8474548,-763,566,down
1728456938.8614788,-763,566,down
1728456956.4717066,-712,881,up
1728456956.494716,-712,881,up
1728456956.509751,-712,881,up
1728456956.5241933,-712,881,up
1728456956.5411952,-712,881,up
1728456956.562195,-712,881,up
1728456956.8250282,-712,881,up
1728456956.8393123,-712,881,up
1728456956.855234,-712,881,up
1728456956.8772662,-712,881,up
1728456962.5476022,-1084,560,up
1728456962.5996106,-1084,560,up
1728456962.6144183,-1084,560,up
1728456962.6302538,-1084,560,up
1728456962.645257,-1084,560,up
1728457016.0324466,-1014,755,down
1728457016.0542018,-1014,755,down
1728457016.0772626,-1014,755,down
1728457016.0932634,-1014,755,down
1728457016.1142435,-1014,754,down
1728457016.1402452,-1015,754,down
1728457021.8449907,-1016,727,up
1728457021.8519852,-1016,727,up
1728457021.8750167,-1016,727,up
1728457021.8970144,-1016,727,up
1728457072.5471385,-1006,639,down
1728457072.569137,-1006,639,down
1728457072.5911365,-1006,639,down
1728457072.6301372,-1006,639,down
1728457073.027103,-1006,635,up
1728457073.0423594,-1006,635,up
1728457073.0643902,-1006,635,up
1728457073.0874083,-1006,635,up
1728457099.8642986,-755,541,down
1728457099.9692945,-1051,524,down
1728457099.9983501,-1053,521,down
1728457100.0504484,-1054,521,down
