time,key
1720603009.8833137,'t'
1720603010.0408144,'e'
1720603010.311824,'s'
1720603010.5590737,'t'
1720603011.3688905,'1'
1720603014.2030108,<97>
1720603014.362834,<98>
1720603014.5855753,<99>
1720603015.0363464,<100>
1720603015.2168524,<101>
1720603015.3727837,<102>
1720603040.8236604,'c'
1720603041.1606464,'1'
1720603093.1362867,'k'
1720603093.3399737,'e'
1720603093.7011778,Key.backspace
1720603093.8570886,Key.backspace
1720603094.0602062,Key.shift
1720603094.4876783,'k'
1720603094.8697999,'e'
1720603095.0274563,'j'
1720603095.2294798,'m'
1720603095.791442,Key.backspace
1720603095.9052963,Key.backspace
1720603096.0622442,Key.backspace
1720603096.1965942,Key.backspace
1720603096.8271205,Key.shift
1720603098.6723723,<97>
1720603098.8077176,<97>
1720603098.941681,<97>
1720603102.0243623,Key.backspace
1720603102.1821086,Key.backspace
1720603102.317636,Key.backspace
1720603102.4300528,Key.backspace
1720603126.6632426,Key.space
1720603126.8894844,Key.space
1720603157.3098958,'t'
1720603157.4674556,'e'
1720603157.6472046,'s'
1720603157.7824323,'t'
1720603158.0522811,'2'
1720603160.1444964,<97>
1720603160.3025172,<98>
1720603160.437345,<99>
1720603160.7529802,<100>
1720603160.933383,<101>
1720603161.0005443,<102>
1720603163.1151958,<97>
1720603163.2286797,<98>
1720603163.3856716,<99>
1720603163.6336412,<100>
1720603163.7443843,<101>
1720603163.8576572,<102>
1720603170.0898972,<97>
1720603170.2049162,<98>
1720603170.3599,<99>
1720603170.742631,Key.shift_r
1720603170.9001157,'@'
1720603171.2376454,'q'
1720603171.3949475,'q'
1720603171.642555,'.'
1720603171.9359498,'c'
1720603172.1374812,'o'
1720603172.3177905,'m'
1720603181.9254575,'t'
1720603182.0608733,'e'
1720603182.2854,'s'
1720603182.443662,'t'
1720603182.669065,'2'
1720603184.5818262,<97>
1720603184.670538,<98>
1720603184.8504288,<99>
1720603185.1669018,<100>
1720603185.3002102,<101>
1720603185.3909926,<102>
1720603185.7527924,<103>
1720603185.9543002,<104>
1720603185.9755933,<105>
1720603187.6638887,<97>
1720603187.799142,<98>
1720603187.9567697,<99>
1720603188.2042375,<100>
1720603188.338172,<101>
1720603188.4290519,<102>
1720603188.7212074,<103>
1720603188.9235659,<105>
1720603188.9457176,<104>
1720603193.6484137,Key.backspace
1720603193.7619169,Key.backspace
1720603194.1880937,<104>
1720603194.300965,<105>
1720603196.6419399,<100>
1720603196.8437781,<101>
1720603196.9785435,<102>
1720603197.474431,Key.enter
1720603197.6549516,'2'
1720603197.9477937,'q'
1720603198.4862955,'q'
1720603198.846886,Key.media_volume_up
1720603199.004907,Key.media_volume_up
1720603200.1735578,Key.backspace
1720603200.3537664,Key.backspace
1720603200.555907,Key.backspace
1720603201.6362371,Key.shift_r
1720603201.7945921,'@'
1720603202.1312778,'q'
1720603202.2897701,'q'
1720603202.875083,'.'
1720603203.0769076,'c'
1720603203.302309,'o'
1720603203.3915806,'m'
1720603219.2330456,Key.backspace
1720603219.3900518,Key.backspace
1720603219.5470543,Key.backspace
1720603221.1227262,'c'
1720603221.3927007,'1'
1720603239.3938372,Key.space
1720603239.6631095,Key.space
1720603239.842426,Key.space
1720603240.0005686,Key.space
1720603240.1136715,Key.space
1720603240.2706413,Key.space
1720603240.4502134,Key.space
1720603240.6076226,Key.space
