time,x,y,direction
1728360407.7279909,-1513,785,down
1728360407.7511542,-1510,787,down
1728360407.765831,-1506,791,down
1728360407.779399,-1506,791,down
1728360407.7883995,-1506,791,down
1728360407.803479,-1506,791,down
1728360408.237813,-1340,756,down
1728360408.2537682,-1338,757,down
1728360408.260707,-1338,758,down
1728360408.2757132,-1336,760,down
1728360408.3019075,-1330,761,down
1728360420.4623811,-549,814,up
1728360420.5078166,-549,814,up
1728360420.5601866,-549,814,up
1728360420.6283708,-549,813,up
1728360420.778063,-550,813,down
1728360420.8021064,-550,813,down
1728360420.8156173,-550,813,down
1728360420.8311331,-550,813,down
1728360420.8531346,-550,813,down
1728360420.8761387,-550,813,down
1728360421.0858352,-550,813,up
1728360421.1008365,-550,813,up
1728360421.1224813,-550,813,up
1728360421.1384845,-550,813,up
1728360421.160485,-550,813,up
1728360421.1904855,-550,813,up
1728360460.5234401,-856,686,down
1728360460.5524383,-854,689,down
1728360460.5834649,-853,691,down
1728360460.6433861,-853,694,down
1728360462.872112,-912,681,up
1728360462.907052,-911,682,up
1728360462.9821258,-911,682,up
1728360467.932703,-851,713,down
1728360468.0067225,-851,713,down
1728360469.8983138,-955,767,down
1728360469.9133139,-954,771,down
1728360469.9293528,-954,775,down
1728360469.944353,-953,782,down
1728360469.9653542,-952,795,down
1728360484.1195402,-796,591,down
1728360484.1485372,-796,596,down
1728360484.1733878,-794,600,down
1728360484.1943846,-794,605,down
1728360521.259486,-1525,461,down
1728360521.2994835,-1525,462,down
1728360524.327815,-359,462,down
1728360524.3578088,-363,462,down
1728360524.3808084,-365,462,down
1728360529.3011322,-1328,382,down
1728360529.3231342,-1318,420,down
1728360529.3401365,-1311,449,down
1728360529.3621325,-1301,484,down
1728360529.3851337,-1292,506,down
1728360533.921729,-554,471,down
1728360533.9437313,-562,478,down
1728360533.9657524,-586,499,down
1728360533.9747512,-596,507,down
1728360533.9957497,-636,536,down
1728360534.0117216,-671,557,down
1728360540.6629126,-220,567,down
1728360540.685302,-220,567,down
1728360540.699966,-220,567,down
1728360540.716016,-220,567,down
1728360540.731016,-220,567,down
1728360542.789247,-1597,361,down
1728360542.8247492,-1590,368,down
1728360542.8467515,-1585,372,down
1728360542.8687484,-1583,375,down
1728360543.6215487,-1377,623,down
1728360543.6515493,-1330,623,down
1728360543.6725495,-1304,623,down
1728360543.6935465,-1285,623,down
1728360543.7175457,-1279,623,down
1728360544.4514084,-796,495,up
1728360544.4971514,-792,508,up
1728360544.5328977,-792,508,up
1728360563.5476606,-1099,542,down
1728360563.569661,-1085,560,down
1728360563.5856626,-1075,571,down
1728360563.6066597,-1057,584,down
1728360566.8101487,-1140,462,down
1728360566.885192,-1140,469,down
1728360566.9151905,-1140,471,down
1728360566.9511893,-1140,472,down
1728360572.9531686,-1061,571,down
1728360573.0051699,-902,653,down
1728360573.6202571,-641,825,down
1728360573.643255,-644,825,down
1728360573.6652567,-646,825,down
1728360573.688255,-649,824,down
1728360573.7322576,-650,824,down
1728360573.8597906,-669,821,up
1728360573.904791,-677,819,up
1728360573.9287908,-683,819,up
1728360573.9577913,-686,818,up
1728360574.0037549,-689,817,up
1728360574.2570395,-709,795,down
1728360574.2800376,-711,792,down
1728360574.303026,-713,790,down
1728360574.3249629,-714,788,down
1728360574.3486788,-716,785,down
1728360574.3858638,-720,779,down
1728360580.932562,-1127,567,down
1728360580.9764829,-1127,567,down
1728360581.0225942,-1127,567,down
