time,key
1728360297.9237394,'t'
1728360298.1553972,'e'
1728360298.4248974,'s'
1728360299.236228,'t'
1728360303.7746925,'1'
1728360306.6371539,<97>
1728360306.7279375,<98>
1728360306.885732,<99>
1728360307.1316974,<100>
1728360307.2220194,<101>
1728360307.3571787,<102>
1728360311.2051768,<97>
1728360311.2947652,<98>
1728360311.4747121,<99>
1728360311.7229393,<100>
1728360311.7901242,<101>
1728360311.9243364,<102>
1728360326.0131226,'t'
1728360326.1450949,'e'
1728360326.371713,'e'
1728360327.7221472,Key.backspace
1728360327.8325853,'s'
1728360328.396035,'t'
1728360328.7779336,'1'
1728360334.083371,<97>
1728360334.1111832,<98>
1728360334.2681751,<99>
1728360334.4487638,<100>
1728360334.5162075,<101>
1728360334.6742125,<102>
1728360352.4494116,'c'
1728360352.8537164,'1'
1728360434.0097816,'t'
1728360434.107778,'e'
1728360434.3301504,'s'
1728360434.5560198,'t'
1728360434.7576125,'2'
1728360437.7061343,<97>
1728360437.7946076,<98>
1728360437.9071057,<99>
1728360438.1321626,<100>
1728360438.2221625,<101>
1728360438.3572416,<102>
1728360440.1799068,<97>
1728360440.2702248,<98>
1728360440.4283526,<99>
1728360440.5855222,<100>
1728360440.6993709,<101>
1728360440.7873745,<102>
1728360448.7923098,'1'
1728360448.8488998,'2'
1728360449.3178546,'3'
1728360449.5860891,'4'
1728360450.3738425,'5'
1728360450.8687167,'6'
1728360451.4531655,Key.shift
1728360451.6109834,'@'
1728360452.5557728,<97>
1728360452.6453562,<102>
1728360452.870667,<99>
1728360453.5680919,'.'
1728360453.748734,'c'
1728360453.8604317,'o'
1728360454.175578,'m'
1728360501.9453902,'t'
1728360502.125575,'e'
1728360502.3731968,'s'
1728360502.5756073,'t'
1728360502.8013945,'2'
1728360504.3771853,<97>
1728360504.4425366,<98>
1728360504.5999923,<99>
1728360504.7577493,<100>
1728360504.8484766,<101>
1728360504.9844635,<102>
1728360505.1186922,<103>
1728360505.1623967,<104>
1728360507.211175,<97>
1728360507.2551756,<98>
1728360507.4347136,<99>
1728360507.5708034,<100>
1728360507.660598,<101>
1728360507.7734945,<102>
1728360507.9083576,<103>
1728360507.9753573,<104>
1728360509.1920261,'1'
1728360509.303023,'2'
1728360509.4605732,'3'
1728360509.7075799,'4'
1728360509.9329398,'5'
1728360510.157718,'6'
1728360510.4505222,Key.shift
1728360510.6076837,'@'
1728360512.1157465,<97>
1728360512.205743,<102>
1728360512.4306793,<99>
1728360513.1059113,'.'
1728360513.2639441,'c'
1728360513.6012058,'o'
1728360513.6900282,'m'
1728360552.4312193,'c'
1728360552.6847775,'1'
