time,x,y
1728360283.9723866,955.0845947265625,1109.046875
1728360284.0011606,1154.14697265625,695.9075927734375
1728360284.0331488,1099.3486328125,310.7457580566406
1728360284.0628154,1061.7098388671875,256.9775085449219
1728360284.0977933,1030.1866455078125,234.3271026611328
1728360284.1238163,1003.7146606445312,228.71627807617188
1728360284.1578147,983.8873291015625,228.39508056640625
1728360284.1845753,964.03271484375,212.7777557373047
1728360284.2148793,939.5469970703125,175.76673889160156
1728360284.2457385,923.7164306640625,156.9426727294922
1728360284.275247,913.988037109375,142.39064025878906
1728360284.3053336,906.6580200195312,141.7654571533203
1728360284.335276,901.8397216796875,144.771484375
1728360284.367395,898.9012451171875,147.82408142089844
1728360284.397427,897.5110473632812,151.7222137451172
1728360284.4282079,896.585693359375,154.91815185546875
1728360284.4582112,896.1060180664062,157.96775817871094
1728360284.4881263,895.9237670898438,160.03131103515625
1728360284.5181417,895.4592895507812,161.7330780029297
1728360284.5482733,894.9667358398438,164.88401794433594
1728360284.5785263,894.059326171875,168.19815063476562
1728360284.6086428,893.697509765625,170.73739624023438
1728360284.6391678,892.9932861328125,174.21739196777344
1728360284.6687944,892.7144775390625,177.13841247558594
1728360284.6988006,893.4170532226562,179.28622436523438
1728360284.7297964,892.60400390625,182.73361206054688
1728360284.7602813,892.4569702148438,183.0782470703125
1728360284.7902815,891.16015625,183.52720642089844
1728360284.8213067,890.2426147460938,181.73641967773438
1728360284.8503325,888.9061279296875,179.01510620117188
1728360284.881383,887.103759765625,175.96932983398438
1728360284.9091063,886.9012451171875,170.09642028808594
1728360284.9385598,888.2286376953125,158.583251953125
1728360284.9687073,891.164794921875,143.85800170898438
1728360284.9992502,896.95166015625,132.46485900878906
1728360285.0289664,901.1318969726562,126.47923278808594
1728360285.0589669,903.3265380859375,121.77198028564453
1728360285.0899677,905.7119140625,117.9220199584961
1728360285.1203513,906.1700439453125,116.95711517333984
1728360285.1504052,907.8465576171875,118.17559051513672
1728360285.1807616,909.1038818359375,121.10000610351562
1728360285.2105691,909.2967529296875,123.35586547851562
1728360285.2405858,910.0872802734375,123.904296875
1728360285.2708037,911.1126708984375,124.18998718261719
1728360285.301803,912.4258422851562,124.50318145751953
1728360285.3318264,913.80810546875,125.25582122802734
1728360285.3629766,914.8914794921875,127.97544860839844
1728360285.393011,916.0548095703125,132.18699645996094
1728360285.4237952,916.009521484375,138.3539276123047
1728360285.4547958,914.2025756835938,144.89732360839844
1728360285.4847949,910.903076171875,151.1427001953125
1728360285.5147939,908.5657958984375,155.94088745117188
1728360285.5457947,907.9307861328125,160.59906005859375
1728360285.5757928,906.2346801757812,161.3397216796875
1728360285.6063936,905.017822265625,162.9886474609375
1728360285.6365712,905.9262084960938,165.11204528808594
1728360285.6665702,1048.990966796875,162.56260681152344
1728360285.6969376,1411.778564453125,166.8413848876953
1728360285.7261038,1674.2535400390625,176.94149780273438
1728360285.7560022,1809.154296875,177.30343627929688
1728360285.7875056,1873.6839599609375,170.6764678955078
1728360285.8175066,1901.86865234375,175.9217987060547
1728360285.8475084,1919.2779541015625,175.7130584716797
1728360285.8775096,1930.9063720703125,181.51124572753906
