time,key
1727253453.4606454,'t'
1727253453.7299953,'e'
1727253453.9558725,'s'
1727253454.3157325,'t'
1727253455.6878324,'1'
1727253458.4556563,'1'
1727253458.7031658,'2'
1727253459.041268,'3'
1727253459.4005976,'4'
1727253459.6933665,'5'
1727253459.964052,'6'
1727253502.9623702,'1'
1727253503.1202722,'2'
1727253503.3458867,'3'
1727253503.5698974,'4'
1727253503.8410213,'5'
1727253504.0649145,'6'
1727253514.1680207,Key.enter
1727253515.17973,Key.enter
1727253515.3607209,Key.enter
1727253515.5181751,Key.enter
1727253515.6984172,Key.enter
1727253542.631969,'c'
1727253543.0155954,'1'
1727253582.774338,'k'
1727253582.8633273,'e'
1727253583.1786103,'j'
1727253583.3141549,'i'
1727253584.0783372,Key.insert
1727253584.640891,Key.shift
1727253584.6855805,Key.ctrl_l
1727253585.8783836,Key.backspace
1727253586.0370166,Key.backspace
1727253586.1942608,Key.backspace
1727253586.3514035,Key.backspace
1727253586.5079153,Key.backspace
1727253587.0033996,'k'
1727253587.1615148,'e'
1727253587.8137164,'j'
1727253587.9045386,'i'
1727253588.0164773,'a'
1727253588.0838559,'n'
1727253732.9852457,'t'
1727253733.0800304,'e'
1727253733.2824395,'s'
1727253733.664933,'t'
1727253734.204913,'2'
1727253735.8247905,'1'
1727253735.9595876,'2'
1727253736.2301824,'3'
1727253736.7700498,'4'
1727253736.994996,'5'
1727253737.2193887,'6'
1727253738.2567563,'1'
1727253738.3901806,'2'
1727253738.6832373,'3'
1727253739.0661578,'4'
1727253739.3143635,'5'
1727253739.539493,'6'
1727253741.6297863,'1'
1727253751.8676438,'t'
1727253752.115733,'e'
1727253752.3853145,'s'
1727253752.7232704,'t'
1727253753.3303256,'2'
1727253754.2302628,'1'
1727253754.38894,'2'
1727253754.590992,'3'
1727253754.9282858,'4'
1727253755.198336,'5'
1727253755.4233322,'6'
1727253755.6701152,'7'
1727253755.9639664,'8'
1727253756.5704236,'q'
1727253756.728783,'w'
1727253756.998864,'e'
1727253757.245933,'r'
1727253758.437967,'1'
1727253758.5731695,'2'
1727253758.8000498,'3'
1727253759.0470686,'4'
1727253759.270512,'5'
1727253759.496563,'6'
1727253759.6985188,'7'
1727253759.922939,'8'
1727253760.4419625,'q'
1727253760.6893451,'w'
1727253760.8682044,'e'
1727253761.1383395,'r'
1727253763.4563112,'1'
1727253774.2562416,'t'
1727253774.5260441,'e'
1727253774.7746456,'s'
1727253775.067086,'t'
1727253775.6509361,'2'
1727253776.9116356,'1'
1727253777.0687606,'2'
1727253777.3413932,'3'
1727253777.5428016,'4'
1727253777.7891293,'5'
1727253778.0366533,'6'
1727253778.2837112,'7'
1727253778.50934,'8'
1727253779.1399817,'q'
1727253779.3418229,'w'
1727253779.589811,'e'
1727253779.8136942,'r'
1727253781.1198337,'1'
1727253781.2997322,'2'
1727253781.5921626,'3'
1727253781.817497,'4'
1727253782.0867991,'5'
1727253782.3119178,'6'
1727253782.5820916,'7'
1727253782.8069918,'8'
1727253783.2793698,'q'
1727253783.5059426,'w'
1727253784.0223496,'e'
1727253784.2924004,'r'
1727253786.0247967,'1'
1727253786.2270546,'8'
1727253786.385067,'0'
1727253786.8350537,'3'
1727253787.106339,'5'
1727253787.352028,'2'
1727253787.8925486,'5'
1727253788.5901535,'0'
1727253789.2200663,'1'
1727253789.422174,'4'
1727253789.6473277,Key.shift_r
1727253789.8953419,'@'
1727253790.1426754,'q'
1727253790.3453631,'q'
1727253790.8179302,Key.shift_r
1727253791.0871603,'.'
1727253791.4933581,'c'
1727253791.6950934,'o'
1727253791.9196467,'m'
1727253807.310826,'c'
1727253807.7599988,'1'
1727253843.4242826,Key.ctrl_l
1727253843.58212,'\x03'
1727253844.1895332,'\x03'
1727253844.2562757,Key.space
1727253844.5723534,'\x03'
1727253845.0837827,'\x03'
