time,x,y
1728366083.2038665,1291.5411376953125,561.7099609375
1728366083.2288642,1293.5853271484375,562.1644897460938
1728366083.2598646,1295.697265625,561.701171875
1728366083.289866,1297.071533203125,560.4132080078125
1728366083.3208644,1298.9173583984375,559.6976318359375
1728366083.350865,1300.684326171875,558.6348266601562
1728366083.3818684,1301.8759765625,557.8531494140625
1728366083.4108675,1303.72607421875,558.0303955078125
1728366083.440865,1304.73388671875,558.073974609375
1728366083.47087,1305.8953857421875,558.0529174804688
1728366083.5018673,1307.6885986328125,556.528076171875
1728366083.5298667,1308.924560546875,555.5802612304688
1728366083.5608656,1310.143798828125,556.3452758789062
1728366083.5898726,1311.6119384765625,556.0809936523438
1728366083.6208675,1313.4814453125,554.672119140625
1728366083.6498659,1316.12451171875,555.8939208984375
1728366083.6808658,1319.5361328125,557.2434692382812
1728366083.7108662,1319.2474365234375,558.0081176757812
1728366083.7405114,1318.2275390625,559.3092651367188
1728366083.7715259,1317.32080078125,559.2940673828125
1728366083.8023217,1315.3349609375,559.1885375976562
1728366083.832381,1313.803955078125,559.2725219726562
1728366083.863035,1313.7431640625,558.6467895507812
1728366083.8929293,1313.61328125,558.7901000976562
1728366083.9239576,1314.3096923828125,558.5393676757812
1728366083.9549081,1314.9066162109375,558.7693481445312
1728366083.984908,1315.02978515625,558.9691162109375
1728366084.0157256,1315.533203125,559.2815551757812
1728366084.045779,1315.97607421875,559.7781982421875
1728366084.0757775,1316.478759765625,560.7750854492188
1728366084.1052513,1317.0716552734375,561.4909057617188
1728366084.1362536,1317.0477294921875,562.6578369140625
1728366084.166256,1317.3358154296875,564.90576171875
1728366084.1972573,1317.9547119140625,567.4434204101562
1728366084.226255,1316.7421875,573.0133056640625
1728366084.256255,1316.726318359375,574.83154296875
1728366084.2872555,1317.64599609375,577.4612426757812
1728366084.317252,1318.48388671875,580.6962280273438
1728366084.3472538,1317.9327392578125,584.488037109375
1728366084.3782523,1317.386474609375,585.9202880859375
1728366084.4082549,1316.26220703125,589.0851440429688
1728366084.4382546,1315.445556640625,590.477294921875
1728366084.4682515,1315.841064453125,589.7671508789062
1728366084.497254,1316.0284423828125,588.641845703125
1728366084.5282526,1313.9844970703125,586.8272094726562
1728366084.5592537,1310.5438232421875,584.6316528320312
1728366084.5912516,1306.942138671875,581.4722900390625
