time,x,y,direction
1728366235.6897311,-986,342,down
1728366235.711807,-987,349,down
1728366235.7358274,-987,354,down
1728366235.749415,-987,357,down
1728366235.7674165,-987,361,down
1728366236.1017644,-944,557,down
1728366236.1177664,-943,558,down
1728366236.131764,-943,560,down
1728366236.1467752,-943,560,down
1728366236.1767988,-942,561,down
1728366236.386727,-928,561,down
1728366236.409693,-928,563,down
1728366236.4246914,-928,567,down
1728366236.432713,-928,567,down
1728366236.4397082,-928,568,down
1728366236.452933,-928,568,down
1728366236.5960574,-928,571,up
1728366237.0424757,-962,698,down
1728366237.0870504,-954,695,down
1728366237.17382,-946,704,down
1728366237.5347798,-940,696,down
1728366248.4689295,-866,825,up
1728366248.4996834,-866,825,up
1728366248.5440495,-866,825,up
1728366248.5892937,-866,825,up
1728366248.6342957,-866,825,up
1728366248.7166107,-866,825,up
1728366376.118757,-1126,426,down
1728366384.540583,-578,498,down
1728366386.3404157,-1023,595,down
1728366392.536136,-1244,471,down
1728366392.6187003,-1235,491,down
1728366392.6847007,-1235,492,down
1728366392.8206968,-1235,492,down
1728366392.932788,-1235,492,down
1728366393.2028131,-1235,492,up
1728366393.2328103,-1235,492,up
1728366393.2624075,-1234,493,up
1728366393.2995715,-1233,493,up
1728366393.3407328,-1230,493,up
1728366393.4150007,-1228,493,up
1728366393.5118237,-1227,493,down
1728366393.5796816,-1227,493,down
1728366401.0284762,-1358,264,down
1728366401.0564733,-1328,289,down
1728366401.0804725,-1305,300,down
1728366401.1164722,-1283,309,down
1728366401.1704721,-1280,310,down
1728366401.3727646,-1291,297,up
1728366403.3143337,-1534,604,down
1728366403.358334,-1539,608,down
1728366403.3893383,-1539,608,down
1728366403.4113355,-1540,608,down
1728366403.4263334,-1540,608,down
1728366403.7130191,-1569,506,up
1728366406.2404451,-1238,550,down
1728366406.2924614,-1205,566,down
1728366406.3364694,-1204,570,down
1728366406.377466,-1204,573,down
1728366406.4184654,-1204,576,down
1728366406.6692882,-1201,576,up
1728366407.0806155,-946,647,down
1728366413.6873198,-1190,295,up
1728366418.7444575,-1265,578,down
1728366418.8024468,-1283,621,down
1728366418.832449,-1278,625,down
1728366418.8544471,-1273,628,down
1728366419.10245,-857,608,up
1728366429.3930295,-1155,642,down
1728366429.5199223,-1158,648,down
1728366429.5869796,-1159,650,down
