time,x,y,
1728366084.1152558,-799,416
1728366096.9777613,-872,494
1728366101.4556186,-913,713
1728366110.5305827,-999,722
1728366116.7269046,-1055,708
1728366116.9362335,-1053,709
1728366117.5962174,-1041,721
1728366117.806503,-1037,721
1728366118.5259397,-990,711
1728366118.9019735,-956,716
1728366119.5019724,-934,727
1728366124.39169,-1345,128
1728366127.338604,-679,456
1728366131.929181,-529,558
1728366134.4720838,-550,561
1728366134.6450863,-550,561
1728366135.4320915,-440,573
1728366147.4927812,-1327,133
1728366148.8876615,-1327,133
1728366149.0595725,-1327,133
1728366151.8725295,-1363,143
1728366152.06806,-1363,143
1728366154.415633,-1320,144
1728366154.6021938,-1320,144
1728366156.4486063,-1253,364
1728366156.9879365,-1384,143
1728366157.5049963,-1371,138
1728366157.7310197,-1371,138
1728366157.9937208,-1371,138
1728366158.863603,-1440,243
1728366159.6801252,-1621,502
1728366160.677863,-1127,512
1728366170.4728842,-1898,73
1728366177.9145043,-1157,510
1728366178.9114556,-1148,503
1728366179.0847764,-1148,503
1728366180.9518433,-1267,717
1728366182.3763635,-1127,513
1728366183.1569967,-1137,511
1728366183.3215826,-1137,511
1728366184.1998029,-1145,586
1728366184.7847903,-1076,563
1728366185.5335934,-1147,505
1728366185.7286608,-1147,505
1728366185.9088259,-1147,505
1728366187.3936162,-1197,665
1728366188.2644026,-1156,510
1728366189.569698,-1157,386
1728366192.4723604,-1318,148
1728366192.7728379,-1318,148
1728366193.7472043,-1329,143
1728366198.6442358,-1597,383
1728366199.2902071,-1613,506
1728366199.4618106,-1613,506
1728366208.4247162,-1232,473
1728366210.3159037,-1236,478
1728366210.480172,-1236,478
1728366211.3660493,-1188,533
1728366215.7233212,-563,373
1728366215.993005,-563,373
1728366216.8706887,-649,482
1728366217.0507345,-649,482
1728366217.7708826,-570,370
1728366218.5349958,-668,508
1728366218.91843,-653,482
1728366219.082776,-653,482
1728366219.8999088,-573,391
1728366220.1255364,-565,375
1728366220.2829714,-565,375
1728366220.7858672,-565,373
1728366222.015797,-965,257
1728366222.1804147,-965,257
1728366223.9901161,-1352,368
1728366224.1791751,-1352,368
1728366224.753278,-1293,455
1728366224.9262958,-1293,456
1728366226.614335,-955,253
1728366226.7783337,-955,253
1728366228.1517117,-961,351
1728366228.6907787,-1212,466
1728366229.2245855,-1212,466
1728366229.3584838,-1212,466
1728366230.6558876,-689,472
1728366230.806051,-689,472
1728366231.5030327,-938,359
1728366231.6458733,-938,359
1728366232.3211558,-1302,359
1728366232.4646149,-1302,359
1728366232.9957829,-1322,352
1728366233.2057118,-1322,352
1728366234.1732254,-980,260
1728366234.3332298,-980,260
1728366239.3645241,-1228,957
1728366243.3771677,-890,614
1728366246.1741061,-654,1008
1728366250.9292452,-1224,537
1728366251.1317017,-1224,537
1728366251.7467258,-1277,537
1728366252.0625792,-1277,537
1728366252.8121345,-1201,534
1728366253.0443797,-1201,534
1728366253.4797854,-1333,520
1728366256.938519,-1859,128
1728366261.3700056,-1246,133
1728366264.925791,-1273,122
1728366269.0878882,-969,378
1728366273.4151738,-940,432
1728366276.6182945,-917,486
1728366278.0657809,-939,574
1728366293.5179641,-995,771
1728366295.5417109,-986,794
1728366296.0891895,-954,801
1728366299.119135,-808,207
1728366300.1991284,-953,383
1728366300.4841273,-940,349
1728366304.2863433,-894,429
1728366307.7227807,-885,519
1728366311.531691,-920,597
1728366322.2798991,-998,712
1728366323.4053133,-997,797
1728366324.2826767,-997,785
1728366325.317821,-1010,785
1728366329.4730816,-892,787
1728366329.773774,-896,790
1728366333.1481907,-919,793
1728366340.1379573,-958,436
1728366341.1354494,-802,215
1728366342.035228,-923,364
1728366347.1805007,-941,415
1728366350.7585971,-877,508
1728366354.0807438,-929,585
1728366362.6835737,-1018,762
1728366363.7494645,-1044,790
1728366363.929133,-1044,790
1728366366.0448108,-993,794
1728366366.2397945,-993,794
1728366368.2567449,-937,793
1728366378.5175483,-1364,135
1728366379.8000064,-1350,136
1728366382.9653664,-458,452
1728366384.1495655,-560,508
1728366385.3282888,-510,564
1728366390.9076178,-1584,382
1728366391.7107265,-1377,143
1728366391.8837273,-1377,143
1728366394.2756224,-1339,144
1728366394.447357,-1339,144
1728366396.1058161,-1589,378
1728366396.8409185,-1161,365
1728366398.0477612,-1484,123
1728366399.6987474,-1700,133
1728366401.9929898,-1352,107
1728366402.511754,-1351,116
1728366402.6462011,-1351,116
1728366404.303157,-1147,363
1728366405.1134257,-1656,127
1728366405.4734435,-1679,135
1728366405.6694412,-1680,135
1728366408.7970347,-228,583
1728366409.516369,-216,585
1728366410.266348,-216,585
1728366411.144597,-215,585
1728366411.9384356,-215,585
1728366412.763437,-214,585
1728366414.3541827,-1458,132
1728366415.171127,-1482,136
1728366415.3293934,-1482,136
1728366415.5021567,-1482,136
1728366417.6166732,-1352,125
1728366417.8269942,-1352,125
1728366420.3010414,-1582,240
1728366424.2239895,-161,229
1728366426.7371137,-773,603
1728366431.537038,-1629,509
1728366434.312474,-660,540
1728366441.8796217,-1511,337
1728366442.5102944,-1681,252
1728366446.0052364,-1139,123
1728366449.8551116,1697,74
1728366450.5745804,1371,161
1728366451.3329313,1321,103
1728366452.1277714,1483,167
