time,key
1728367924.1695783,'t'
1728367924.6442266,'e'
1728367924.8664546,'s'
1728367925.0694811,'t'
1728367925.4505806,'1'
1728367927.8365107,'1'
1728367928.1072202,'2'
1728367928.331256,'3'
1728367928.5573306,'4'
1728367928.9382915,'5'
1728367929.11897,'6'
1728367956.4512765,'c'
1728367956.5034156,'1'
1728368040.5695245,'1'
1728368040.8139899,'2'
1728368040.9931605,'3'
1728368041.3773777,'4'
1728368041.6015954,'5'
1728368041.7808917,'6'
1728368121.1650703,'c'
1728368121.277628,'1'
1728368174.311654,'c'
1728368174.4249778,'1'
1728368299.0088217,Key.alt_gr
1728368323.628912,'t'
1728368324.010714,'e'
1728368324.9777918,'s'
1728368325.1135042,'t'
1728368325.4514694,'2'
1728368339.1276684,'t'
1728368339.4239278,'e'
1728368340.1219072,'s'
1728368340.279504,'t'
1728368340.616149,'2'
1728368344.2622507,'1'
1728368344.5313442,'2'
1728368344.824215,'3'
1728368345.0943558,'4'
1728368345.274227,'5'
1728368345.4776046,'6'
1728368347.7940032,'1'
1728368348.0427465,'2'
1728368348.2675588,'3'
1728368348.4919186,'4'
1728368348.7619135,'5'
1728368348.9871554,'6'
1728368355.8207557,'3'
1728368355.93963,'5'
1728368356.3896043,'1'
1728368356.548748,'4'
1728368356.7267253,'1'
1728368356.8623028,'3'
1728368358.2347918,'9'
1728368358.754132,'5'
1728368359.2701297,'1'
1728368359.517641,'9'
1728368361.9197533,Key.shift
1728368362.015157,'@'
1728368363.0725965,'q'
1728368363.2529237,'q'
1728368363.8149347,'.'
1728368364.2880418,'c'
1728368364.4226873,'o'
1728368364.6480167,'m'
1728368386.6107192,'1'
1728368386.8557882,'2'
1728368387.0806837,'3'
1728368387.3506281,'4'
1728368387.5984204,'5'
1728368387.801479,'6'
1728368389.9386716,'1'
1728368390.1878479,'2'
1728368390.3906224,'3'
1728368390.5687158,'4'
1728368390.8834407,'5'
1728368391.085832,'6'
1728368405.1278095,'1'
1728368405.3525143,'2'
1728368405.5764742,'3'
1728368405.7797318,'4'
1728368406.0492644,'5'
1728368406.273824,'6'
1728368406.4985564,'7'
1728368406.6788352,'8'
1728368408.6817513,'1'
1728368408.9072416,'2'
1728368409.1319501,'3'
1728368409.379738,'4'
1728368409.626701,'5'
1728368409.8515325,'6'
1728368410.0317707,'7'
1728368410.237556,'8'
1728368442.2530916,'c'
1728368442.4105563,'1'
