time,x,y,direction
1728368488.2610943,-752,355,down
1728368488.2760954,-752,355,down
1728368488.2847705,-752,355,down
1728368488.2925966,-752,354,down
1728368488.3005958,-752,354,down
1728368488.307599,-753,353,down
1728368488.3155978,-753,353,down
1728368488.4034142,-754,353,up
1728368488.4204142,-755,353,up
1728368488.4344695,-756,353,up
1728368488.6436815,-840,544,down
1728368488.6596873,-840,545,down
1728368488.6666868,-840,546,down
1728368488.6806908,-840,547,down
1728368488.6897044,-840,547,down
1728368488.6957042,-840,547,down
1728368488.7187252,-840,547,down
1728368488.8011158,-839,548,up
1728368488.808138,-839,548,up
1728368488.8161395,-839,548,up
1728368488.8241365,-839,548,up
1728368488.8321211,-839,548,up
1728368488.847143,-839,548,up
1728368488.8705077,-841,547,up
1728368488.9155657,-876,547,up
1728368489.6417694,-945,858,down
1728368489.6707702,-942,847,down
1728368489.6938372,-942,847,down
1728368489.7088354,-942,846,down
1728368489.7168512,-942,846,down
1728368489.7238529,-942,845,down
1728368489.7328532,-942,844,down
1728368489.7398667,-942,842,down
1728368489.8812778,-942,835,up
1728368489.925756,-942,835,down
1728368489.9407814,-942,835,down
1728368489.9487827,-942,835,down
1728368489.955819,-942,835,down
1728368489.9637613,-942,835,down
1728368489.9787617,-942,835,down
