time,x,y,direction
1728357236.0128388,-555,707,up
1728357236.028987,-554,707,up
1728357236.0796206,-554,707,up
1728357236.2594833,-545,709,up
1728357236.266482,-545,709,up
1728357236.2744832,-545,709,up
1728357236.2894807,-545,709,up
1728357236.3044589,-545,709,up
1728357236.326669,-545,709,up
1728357236.4709618,-545,710,down
1728357236.4920437,-544,710,down
1728357236.5219185,-544,710,down
1728357353.7977836,-828,398,down
1728357353.8368022,-804,417,down
1728357353.8579469,-786,433,down
1728357353.8659446,-777,440,down
1728357353.874944,-770,445,down
1728357353.88094,-762,450,down
1728357353.8979433,-751,457,down
1728357353.9189472,-748,458,down
1728357354.156983,-729,458,down
1728357354.1641483,-729,458,down
1728357354.1799598,-728,458,down
1728357354.1869664,-728,458,down
1728357354.200969,-728,458,down
1728357354.2167645,-728,458,down
1728357354.2397697,-728,458,down
1728357354.2610734,-728,458,down
1728357354.510623,-715,496,down
1728357354.5296438,-705,515,down
1728357354.5336466,-700,525,down
1728357354.5478342,-693,543,down
1728357354.563829,-689,557,down
1728357354.974053,-713,587,up
1728357354.9820523,-713,587,up
1728357354.996763,-713,587,up
1728357355.004765,-713,587,up
1728357355.011761,-713,587,up
1728357355.019762,-713,587,up
1728357355.0347624,-713,587,up
1728357355.064059,-713,587,up
1728357355.2369719,-708,591,up
1728357355.2519732,-708,591,up
1728357355.258973,-708,591,up
1728357355.2669697,-708,591,up
1728357355.2739732,-708,591,up
1728357355.2896898,-708,591,up
1728357355.319822,-708,591,up
1728357356.9394293,-965,474,down
1728357357.329518,-965,474,down
1728357357.6064835,-965,474,down
1728357357.6374831,-965,474,down
1728357357.6825123,-965,474,down
1728357358.1915748,-964,476,down
1728357358.2305799,-964,476,up
1728357358.2455795,-964,476,up
1728357358.259577,-964,476,up
1728357358.2675767,-964,476,up
1728357358.2895763,-964,476,up
1728357363.967276,-1423,235,up
1728357363.9842763,-1421,236,up
1728357363.99328,-1420,236,up
1728357363.9992793,-1420,236,up
1728357364.013281,-1419,237,up
1728357364.027276,-1419,237,up
1728357364.2246137,-1417,250,up
1728357364.237616,-1416,250,up
1728357364.2446132,-1416,250,up
1728357364.2596133,-1416,250,up
1728357364.2676146,-1416,250,up
1728357364.2896128,-1416,250,up
1728357364.493301,-1413,253,up
1728357364.506826,-1413,253,up
1728357364.5228267,-1413,253,up
1728357364.537831,-1413,253,up
1728357364.5628264,-1411,252,up
1728357366.3298533,-1108,291,up
1728357366.3518515,-1108,291,up
1728357366.389852,-1108,291,up
