time,x,y,direction
1728357081.5216236,-489,499,down
1728357081.5576365,-489,499,down
1728357081.5736332,-489,499,down
1728357081.595321,-490,499,down
1728357081.6403208,-490,499,down
1728357081.772353,-515,478,up
1728357081.7853546,-522,473,up
1728357081.8136728,-526,469,up
1728357081.8657658,-526,469,up
1728357081.9707968,-526,469,up
1728357082.0616024,-529,468,down
1728357082.0838747,-531,468,down
1728357082.1097617,-533,468,down
1728357082.1137567,-534,468,down
1728357082.159011,-536,468,down
1728357120.1102242,-1375,579,down
1728357120.126223,-1364,584,down
1728357120.1322415,-1364,584,down
1728357120.1482368,-1357,585,down
1728357120.1562374,-1356,585,down
1728357120.17124,-1349,585,down
1728357120.2002418,-1329,579,down
1728357120.4026809,-1208,575,down
1728357120.4176817,-1205,578,down
1728357120.4266768,-1201,581,down
1728357120.432682,-1197,584,down
1728357120.4407046,-1192,586,down
1728357120.4476616,-1186,589,down
1728357120.455663,-1177,594,down
1728357120.4856625,-1094,616,down
1728357120.665482,-883,609,down
1728357120.6814818,-876,617,down
1728357120.6884863,-874,619,down
1728357120.6964817,-874,619,down
1728357120.703376,-872,620,down
1728357120.7113755,-869,621,down
1728357120.7330258,-863,621,down
1728357120.9209793,-769,596,down
1728357120.9359815,-761,601,down
1728357120.9426112,-755,606,down
1728357120.951179,-749,608,down
1728357120.9572015,-741,612,down
1728357155.3078754,-659,918,up
1728357155.3231766,-659,918,up
1728357155.3394785,-659,918,up
1728357155.3544796,-659,918,up
1728357155.3704789,-658,918,up
1728357155.4054773,-657,918,up
1728357155.6254785,-651,826,up
1728357155.64148,-646,817,up
1728357155.6474774,-643,814,up
1728357155.6564786,-642,812,up
1728357155.6724784,-641,811,up
1728357155.6904776,-641,811,up
1728357155.9004796,-641,811,down
1728357155.9234803,-641,811,down
1728357155.9401896,-641,811,down
1728357155.9457622,-641,811,down
1728357155.9607499,-641,811,down
1728357155.9856045,-641,811,down
1728357156.0285885,-641,811,down
1728357156.402774,-641,811,up
1728357156.410774,-641,811,up
1728357156.4267747,-641,811,up
1728357156.4337857,-641,811,up
1728357156.4478061,-641,811,up
1728357156.4638066,-641,811,up
1728357165.1275954,-88,511,down
1728357165.1495943,-87,518,down
1728357165.1636195,-87,518,down
1728357165.1786313,-87,520,down
1728357165.201723,-87,520,down
1728357165.2277203,-87,521,down
1728357165.5471954,-252,577,down
1728357165.7331934,-499,592,down
1728357165.8772097,-499,592,down
1728357165.9958286,-499,592,down
1728357166.581263,-695,775,down
1728357166.6113043,-695,775,down
1728357166.6410835,-695,775,down
1728357166.6862123,-695,775,down
1728357166.7387843,-695,775,down
1728357171.0811107,-1220,334,up
1728357171.0961103,-1220,334,up
1728357171.104111,-1220,334,up
1728357171.1121106,-1219,334,up
1728357171.1281092,-1217,334,up
1728357171.1411116,-1217,334,up
1728357171.18111,-1216,334,up
1728357171.3361104,-1208,338,up
1728357171.3441148,-1208,338,up
1728357171.351109,-1208,338,up
1728357171.366123,-1208,338,up
1728357171.3741271,-1208,338,up
1728357171.4041388,-1208,338,up
1728357171.5850039,-1205,378,up
1728357171.5910215,-1205,378,up
1728357171.5990255,-1205,378,up
1728357171.6090517,-1205,378,up
1728357171.6210537,-1205,378,up
1728357171.6371334,-1205,378,up
1728357234.572459,-717,744,down
1728357234.586453,-717,744,down
1728357234.609508,-717,744,down
1728357234.6245098,-717,744,down
1728357234.639372,-717,744,down
1728357234.6760676,-717,744,down
1728357234.7513044,-717,744,up
1728357234.7673225,-717,744,up
1728357234.774324,-717,744,up
1728357234.7823222,-717,744,up
1728357234.7893326,-717,744,up
1728357234.80438,-717,744,up
1728357234.8343809,-717,744,up
1728357234.9093096,-717,744,down
1728357234.9243085,-717,744,down
1728357234.9393075,-717,744,down
1728357234.955305,-717,744,down
1728357234.970308,-716,744,down
1728357235.0363188,-716,744,down
1728357235.2024941,-716,744,down
1728357235.2094953,-716,744,down
1728357235.2174916,-716,744,down
1728357235.2242975,-716,744,down
1728357235.2392988,-716,744,down
1728357235.2542996,-716,744,down
1728357235.4495268,-714,744,down
1728357235.4577403,-714,744,down
1728357235.464742,-714,744,down
1728357235.4717388,-714,744,down
1728357235.478738,-714,744,down
1728357235.4937553,-714,744,down
1728357235.74272,-638,725,down
1728357235.7507205,-633,725,down
1728357235.7580166,-627,724,down
1728357235.7650151,-623,724,down
1728357235.781017,-614,722,down
1728357235.796027,-604,720,down
1728357235.9824874,-556,707,up
1728357235.9974866,-556,707,up
