time,key
1728357001.5813498,'t'
1728357001.6951628,'e'
1728357002.1905699,'s'
1728357003.7407484,'t'
1728357004.171278,'1'
1728357007.0485692,<97>
1728357007.27465,<98>
1728357007.4766018,<99>
1728357007.7912042,<100>
1728357008.016451,<101>
1728357008.3770673,<102>
1728357043.0274198,'c'
1728357043.5675957,'1'
1728357102.362226,'c'
1728357102.791374,'1'
1728357134.651793,'c'
1728357135.0354424,'1'
1728357182.2655668,'t'
1728357182.443562,'e'
1728357183.0966547,'s'
1728357183.4333975,'t'
1728357184.2442374,'2'
1728357187.37457,<97>
1728357187.551545,<98>
1728357187.7332864,<99>
1728357187.9786224,<100>
1728357188.159654,<101>
1728357188.3614333,<102>
1728357191.105775,<97>
1728357191.2867477,<98>
1728357191.4667494,<99>
1728357191.7137613,<100>
1728357191.8937726,<101>
1728357192.0759437,<102>
1728357199.632067,'1'
1728357200.467397,'2'
1728357200.7151158,'3'
1728357201.0748758,'3'
1728357202.1537933,Key.shift
1728357202.2892227,'@'
1728357203.4377677,'q'
1728357203.5947928,'q'
1728357203.9992218,'.'
1728357204.3372529,'c'
1728357204.5862875,'o'
1728357204.8344002,','
1728357206.226441,Key.backspace
1728357206.7444718,'.'
1728357208.3868885,Key.backspace
1728357210.075096,'m'
1728357254.890478,'t'
1728357254.9867666,'e'
1728357255.2354667,'s'
1728357255.4374452,'t'
1728357255.7510886,'2'
1728357258.9019806,<97>
1728357259.10454,<98>
1728357259.310227,<99>
1728357259.5542903,<100>
1728357259.7342882,<101>
1728357259.9376178,<102>
1728357260.1846151,<103>
1728357260.386389,<104>
1728357260.589554,'+'
1728357262.8844078,<97>
1728357263.086754,<98>
1728357263.2668083,<99>
1728357263.5147943,<100>
1728357263.7179837,<101>
1728357263.8967483,<102>
1728357264.1895127,<103>
1728357264.3923004,<104>
1728357264.5971754,<105>
1728357267.0256307,'1'
1728357267.1591146,'2'
1728357267.362497,'3'
1728357268.2841558,Key.shift
1728357268.4427197,'@'
1728357269.7247956,'q'
1728357269.9067178,'q'
1728357270.9630096,'.'
1728357271.3671563,'c'
1728357271.5025074,'o'
1728357271.754459,'m'
1728357284.0083625,'t'
1728357284.058362,'e'
1728357284.2397594,'s'
1728357285.1378958,'t'
1728357286.2418253,'2'
1728357288.0853198,<97>
1728357288.288042,<98>
1728357288.4684489,<99>
1728357288.7155836,<100>
1728357288.8973684,<101>
1728357289.0756478,<102>
1728357289.323617,<103>
1728357289.5025644,<104>
1728357289.7054818,'+'
1728357289.7287767,<105>
1728357293.4632652,Key.backspace
1728357295.3985295,<97>
1728357295.6007597,<98>
1728357295.828751,<99>
1728357296.140741,<100>
1728357296.3660426,<101>
1728357296.6167452,<102>
1728357298.1434379,<103>
1728357298.371436,<104>
1728357298.5933328,<105>
1728357302.761248,'s'
1728357302.8458943,'d'
1728357302.9356847,'f'
1728357304.016728,Key.shift
1728357304.1513653,'@'
1728357305.1641717,'q'
1728357305.3213882,'q'
1728357305.6811457,'.'
1728357306.1540713,'c'
1728357306.2884724,'o'
1728357306.5152955,'m'
