time,key
1728453230.81313,'t'
1728453230.8408656,'e'
1728453231.0658286,'s'
1728453231.269119,'t'
1728453232.4840508,<97>
1728453234.8921413,<97>
1728453235.003383,<98>
1728453235.0944104,<99>
1728453235.5668306,<100>
1728453235.6348927,<101>
1728453235.748411,<102>
1728453257.8643732,'c'
1728453258.3828807,<97>
1728453313.6021953,'1'
1728453313.6671379,'2'
1728453313.7344353,'3'
1728453320.237275,Key.backspace
1728453320.620277,<97>
1728453326.7401984,Key.backspace
1728453466.4708762,'t'
1728453466.606944,'r'
1728453467.8208637,Key.backspace
1728453468.3627534,'e'
1728453468.6763701,'s'
1728453468.7888436,'t'
1728453470.4766605,<98>
1728453475.8548462,'t'
1728453475.9446251,'e'
1728453476.1246428,'s'
1728453476.2607424,'t'
1728453477.407204,<98>
1728453479.207406,<97>
1728453479.2524066,<98>
1728453479.4096105,<99>
1728453481.3668954,<97>
1728453481.4121463,<98>
1728453481.5701542,<99>
1728453485.7489648,<97>
1728453485.8220675,<97>
1728453485.9579737,<97>
1728453489.0106006,Key.caps_lock
1728453489.5124788,Key.caps_lock
1728453489.5597355,Key.caps_lock
1728453489.589927,Key.caps_lock
1728453489.6211271,Key.caps_lock
1728453489.6917806,Key.caps_lock
1728453490.2315955,Key.shift
1728453490.5469146,'@'
1728453490.83994,'2'
1728453491.7176218,Key.backspace
1728453492.0567038,'1'
1728453492.3923976,'6'
1728453492.7077193,'3'
1728453493.0907304,'.'
1728453493.2926955,'c'
1728453493.473015,'o'
1728453493.5843186,'m'
1728453502.0235364,'t'
1728453502.2495663,'e'
1728453502.4275339,'s'
1728453502.5623527,'t'
1728453503.57489,<98>
1728453505.4207425,<97>
1728453505.51341,<98>
1728453505.6001487,<99>
1728453505.7801003,<100>
1728453505.8254416,<101>
1728453505.915805,<102>
1728453507.0190365,<103>
1728453508.7502193,<97>
1728453508.8879123,<98>
1728453508.9526,<99>
1728453509.268331,<100>
1728453509.312904,<101>
1728453509.4254923,<102>
1728453510.032902,Key.num_lock
1728453511.56338,Key.num_lock
1728453511.7431507,<103>
1728453514.9842486,<97>
1728453515.320453,<97>
1728453515.4784257,<97>
1728453516.0175536,Key.shift
1728453516.401699,'@'
1728453516.9418292,<97>
1728453517.0768435,<102>
1728453517.255468,<99>
1728453517.413388,<110>
1728453517.8629014,'c'
1728453518.0431051,'o'
1728453518.1118486,'m'
1728453544.9554183,'c'
1728453545.0444467,<97>
